account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC000186,Taylor Wood Associates,186,Healthcare,Enterprise,192 Business Park,Brighton,East Sussex,BN21 8AE,Customer,437597783,2500,2020-04-28
ACC000187,Thomas Taylor Solutions,187,Healthcare,SMB,93 Queens Road,Cardiff,Wales,CF73 3BW,Customer,246477460,1000,2020-07-08
ACC000188,County Hospital NHS Trust,188,NHS Trust,Public Sector,114 Commerce Way,Cardiff,Wales,CF10 9VE,Partner,121509858,2500,2021-03-03
ACC000189,Wood IT Solutions Group,189,Telecommunications,Partner,64 Station Road,Sheffield,South Yorkshire,S4 9FS,Partner,3531161,50,2021-05-05
ACC000190,King Communications Partners,190,IT Reseller,Partner,181 Kings Road,Sheffield,South Yorkshire,S28 8WK,Prospect,255184031,250,2024-07-02
ACC000191,Evans Thomas PLC,191,Hospitality,Enterprise,45 Technology Park,Cambridge,Cambridgeshire,CB92 6RC,Customer,14353996,2500,2023-02-07
ACC000192,Taylor King UK,192,Transport & Logistics,Enterprise,77 Enterprise Road,Newcastle,Tyne and Wear,NE21 3ZZ,Prospect,9338248,25,2021-06-11
ACC000193,Moore Telecom Ltd,193,Telecommunications,Partner,36 Church Road,Bristol,Avon,BS64 9AM,Partner,36882188,10,2022-12-09
ACC000194,Hill Tech Ltd,194,Telecommunications,Partner,23 Station Road,Coventry,West Midlands,CV40 8NZ,Customer,9907786,500,2022-11-01
ACC000195,Turner Turner International,195,Recruitment,SMB,33 Victoria Road,Birmingham,West Midlands,B83 8CR,Prospect,298826,5,2022-12-20
ACC000196,Clarke Thomas UK,196,Recruitment,SMB,47 Commerce Way,Milton Keynes,Buckinghamshire,MK17 1PT,Customer,150763634,1000,2021-05-08
ACC000197,Academy of Glasgow,197,Education,Public Sector,43 Mill Lane,Newcastle,Tyne and Wear,NE42 6ZH,Partner,135571243,10000,2021-04-07
ACC000198,Green Davies Partners,198,Recruitment,SMB,163 Market Street,Bristol,Avon,BS36 5EX,Customer,382337118,500,2020-06-18
ACC000199,Davies Moore and Co,199,Media & Entertainment,Enterprise,152 The Green,Edinburgh,Scotland,EH20 6FY,Partner,260282273,1000,2020-04-05
ACC000200,Jones Davies Ltd,200,Healthcare,SMB,68 Business Park,Milton Keynes,Buckinghamshire,MK27 1VP,Partner,2519132,50,2020-06-06
ACC000201,Lee Green and Co,201,Real Estate,Enterprise,124 Church Road,Newcastle,Tyne and Wear,NE88 8NK,Partner,405213940,1000,2020-04-19
ACC000202,Brown Roberts Holdings,202,Healthcare,Public Sector,124 Kings Road,Reading,Berkshire,RG27 3LW,Prospect,268390725,500,2021-12-29
ACC000203,Lewis Clarke Services,203,Construction,Enterprise,195 Victoria Road,Glasgow,Scotland,G66 6UD,Customer,49043822,1000,2020-11-11
ACC000204,Hill Evans Partners,204,Manufacturing,SMB,64 Mill Lane,Cambridge,Cambridgeshire,CB13 7BK,Customer,7561429,25,2024-04-08
ACC000205,Liverpool Borough Council,205,Local Government,Public Sector,148 Innovation Drive,Nottingham,Nottinghamshire,NG41 8GF,Customer,9398265,5,2023-05-07
ACC000206,Hill Morris Partners,206,Insurance,Enterprise,6 Station Road,Oxford,Oxfordshire,OX51 4TR,Partner,96044139,10000,2022-02-18
ACC000207,Harrison Clarke Ltd,207,Technology,SMB,73 Kings Road,Manchester,Greater Manchester,M77 8XY,Customer,8224053,5,2022-01-09
ACC000208,Lee Smith PLC,208,Professional Services,Enterprise,35 Technology Park,Reading,Berkshire,RG34 6MN,Customer,6738609,25,2024-09-19
ACC000209,Wood Brown International,209,Healthcare,SMB,50 Victoria Road,Southampton,Hampshire,SO71 7KC,Customer,262166397,1000,2020-12-29
ACC000210,Cooper King Partners,210,Insurance,Enterprise,175 The Green,Coventry,West Midlands,CV16 7ED,Customer,2010720,100,2021-02-13
ACC000211,Harris Tech Partners,211,Telecommunications,Partner,51 The Green,Glasgow,Scotland,G66 1NT,Customer,6964256,50,2020-10-12
ACC000212,Williams Thomas LLP,212,Healthcare,SMB,122 Market Street,Nottingham,Nottinghamshire,NG59 9EW,Partner,6824393,100,2022-11-03
ACC000213,College of Coventry,213,Education,Enterprise,42 Queens Road,Nottingham,Nottinghamshire,NG79 6KV,Customer,54651148,500,2023-02-27
ACC000214,Moore Lee Holdings,214,Insurance,Enterprise,77 Kings Road,Milton Keynes,Buckinghamshire,MK3 2ML,Partner,9461576,100,2023-11-09
ACC000215,Milton Keynes City Council,215,Local Government,Public Sector,153 Kings Road,London,Greater London,EC34 4XV,Customer,5056530,50,2020-06-24
ACC000216,Harrison Ward Group,216,Healthcare,Enterprise,162 Innovation Drive,Brighton,East Sussex,BN80 4NE,Customer,260637813,250,2022-06-16
ACC000217,Baker Evans Solutions,217,Healthcare,SMB,113 Victoria Road,London,Greater London,EC54 4EP,Customer,191768205,1000,2024-02-25
ACC000218,Brighton County Council,218,Local Government,Public Sector,181 Mill Lane,Manchester,Greater Manchester,M67 6GU,Customer,60032858,5000,2022-03-21
ACC000219,Clark Jackson Associates,219,Real Estate,SMB,118 Technology Park,Edinburgh,Scotland,EH69 6LU,Customer,9786290,5,2024-06-25
ACC000220,Ward Wright Solutions,220,Manufacturing,Enterprise,143 Park Lane,Sheffield,South Yorkshire,S29 4KK,Customer,325496273,2500,2023-06-05
ACC000221,Lewis Ward Associates,221,Real Estate,Enterprise,185 Park Lane,Southampton,Hampshire,SO37 9DV,Customer,2347270,25,2020-08-29
ACC000222,Wood IT Solutions Ltd,222,IT Reseller,Partner,11 Park Lane,Newcastle,Tyne and Wear,NE92 8CM,Partner,113001359,5000,2021-01-15
ACC000223,Ward Robinson Solutions,223,Manufacturing,Enterprise,70 Technology Park,Southampton,Hampshire,SO72 3ZJ,Prospect,337543203,250,2024-11-07
ACC000224,Harrison White Solutions,224,Financial Services,Enterprise,172 Technology Park,Manchester,Greater Manchester,M68 4HX,Prospect,372593726,2500,2022-05-01
ACC000225,Wilson Turner Associates,225,Healthcare,Enterprise,26 Business Park,Oxford,Oxfordshire,OX99 9EA,Customer,70355945,2500,2020-12-10
ACC000226,Turner Ward Holdings,226,Retail,Enterprise,194 Park Lane,Bristol,Avon,BS42 1KX,Partner,36875915,10,2024-04-05
ACC000227,Baker Thompson UK,227,Financial Services,SMB,45 Queens Road,Manchester,Greater Manchester,M23 8BN,Prospect,80548924,2500,2024-10-31
ACC000228,Green Williams Ltd,228,Hospitality,SMB,146 The Green,Newcastle,Tyne and Wear,NE14 8LK,Partner,14366010,25,2024-07-07
ACC000229,Clark Morris Group,229,Media & Entertainment,Enterprise,120 Park Lane,Brighton,East Sussex,BN25 3DL,Customer,465644287,5000,2023-10-23
ACC000230,Hughes Walker Ltd,230,Charity,SMB,76 The Green,Nottingham,Nottinghamshire,NG87 7GF,Partner,17113117,100,2022-09-29
ACC000231,Moore Lewis PLC,231,Central Government,Public Sector,172 Station Road,Belfast,Northern Ireland,BT24 6ES,Customer,196483080,2500,2022-07-20
ACC000232,Smith Hughes Services,232,Manufacturing,SMB,115 Commerce Way,Liverpool,Merseyside,L35 1LK,Prospect,447836708,500,2022-10-10
ACC000233,Patel White Ltd,233,Manufacturing,Enterprise,120 Park Lane,Leeds,West Yorkshire,LS21 9NY,Customer,870794,5,2023-07-06
ACC000234,Evans Green Associates,234,Construction,SMB,57 Church Road,Coventry,West Midlands,CV18 8SE,Partner,44120573,50,2020-11-21
ACC000235,Turner Connect Group,235,Telecommunications,Partner,194 Market Street,Oxford,Oxfordshire,OX86 2GH,Customer,7301300,5,2023-12-12
ACC000236,Cooper Clark LLP,236,Recruitment,SMB,20 Technology Park,Cardiff,Wales,CF73 9DB,Customer,443682070,250,2024-10-27
ACC000237,Wright Baker UK,237,Insurance,Enterprise,43 Victoria Road,Glasgow,Scotland,G67 4RD,Customer,477977365,1000,2020-10-07
ACC000238,Davies Moore Holdings,238,Real Estate,Enterprise,117 Mill Lane,Manchester,Greater Manchester,M66 1PR,Customer,2639636,50,2023-06-15
ACC000239,Hall Jones Services,239,Charity,SMB,1 Innovation Drive,Sheffield,South Yorkshire,S28 1VC,Customer,429706048,500,2021-05-22
ACC000240,Clarke Taylor UK,240,Central Government,Public Sector,18 Technology Park,Manchester,Greater Manchester,M61 7BK,Customer,8786388,100,2022-11-09
ACC000241,Thomas Turner Associates,241,Hospitality,SMB,115 Enterprise Road,Belfast,Northern Ireland,BT49 9NC,Partner,43124279,5000,2024-12-25
ACC000242,Academy of Cardiff,242,Education,Enterprise,46 Market Street,Leeds,West Yorkshire,LS51 4TE,Prospect,1324599,5,2023-04-17
ACC000243,Jones Hall Holdings,243,Legal Services,SMB,109 Market Street,Southampton,Hampshire,SO49 8HH,Partner,7069792,50,2023-12-08
ACC000244,Johnson Edwards Solutions,244,Transport & Logistics,Enterprise,9 Commerce Way,Leeds,West Yorkshire,LS85 1PW,Customer,2706795,100,2021-10-31
ACC000245,Robinson Taylor PLC,245,Manufacturing,SMB,9 Kings Road,Coventry,West Midlands,CV77 1YZ,Customer,7389425,5,2022-07-17
ACC000246,Williams Wood Holdings,246,Manufacturing,SMB,139 Church Road,Liverpool,Merseyside,L97 9BE,Customer,285786364,5000,2024-05-22
ACC000247,Thompson Baker Associates,247,Professional Services,Enterprise,154 Commerce Way,Milton Keynes,Buckinghamshire,MK87 5LH,Partner,18752308,250,2020-05-10
ACC000248,Clark Thompson Services,248,Retail,SMB,71 High Street,Newcastle,Tyne and Wear,NE72 7VF,Customer,6268777,10,2021-06-06
ACC000249,Brown Clarke and Co,249,Real Estate,Enterprise,135 Victoria Road,Belfast,Northern Ireland,BT90 3PP,Partner,32159585,50,2022-02-23
ACC000250,Jackson Walker UK,250,Construction,SMB,62 Enterprise Road,Oxford,Oxfordshire,OX29 3KZ,Customer,82815253,500,2023-03-16
ACC000251,Brown King Services,251,Charity,SMB,143 Market Street,Reading,Berkshire,RG18 5NH,Customer,420284401,1000,2021-11-01
ACC000252,Harris Davies Holdings,252,Technology,SMB,24 Market Street,Cardiff,Wales,CF93 5GB,Partner,8377218,10,2024-02-09
ACC000253,Morgan Tech Ltd,253,IT Reseller,Partner,49 Commerce Way,Birmingham,West Midlands,B98 9VY,Customer,184861083,250,2024-04-03
ACC000254,Ward Robinson Associates,254,Technology,SMB,4 Church Road,Newcastle,Tyne and Wear,NE25 4DS,Customer,387065513,1000,2020-07-09
ACC000255,Wood White UK,255,Technology,SMB,199 Park Lane,Nottingham,Nottinghamshire,NG49 6RU,Partner,76679700,10000,2024-08-06
ACC000256,Hughes Patel UK,256,Construction,SMB,120 Station Road,Oxford,Oxfordshire,OX93 4SL,Prospect,5573593,25,2022-07-16
ACC000257,Lewis Networks Ltd,257,Telecommunications,Partner,57 Innovation Drive,Milton Keynes,Buckinghamshire,MK19 9AJ,Prospect,5368604,50,2020-09-04
ACC000258,Newcastle Borough Council,258,Local Government,Public Sector,85 Church Road,Bristol,Avon,BS49 8VH,Customer,448662972,10000,2023-11-28
ACC000259,Hughes Morris LLP,259,Transport & Logistics,SMB,118 Mill Lane,Oxford,Oxfordshire,OX94 3MF,Customer,144675983,500,2020-03-04
ACC000260,Morris Walker UK,260,Media & Entertainment,Enterprise,135 High Street,Manchester,Greater Manchester,M10 1YB,Customer,3829376,10,2021-02-09
ACC000261,Glasgow Borough Council,261,Local Government,Public Sector,182 Mill Lane,Birmingham,West Midlands,B2 8GT,Partner,9143054,10,2024-10-01
ACC000262,Brown Tech Group,262,Telecommunications,Partner,124 Business Park,Coventry,West Midlands,CV63 9AA,Partner,26184537,100,2020-12-19
ACC000263,London Council,263,Local Government,Public Sector,185 Park Lane,Brighton,East Sussex,BN69 9KA,Prospect,226186628,5000,2022-09-08
ACC000264,Walker Wilson PLC,264,Central Government,Public Sector,39 Church Road,Brighton,East Sussex,BN25 5WT,Customer,262528622,5000,2024-05-19
ACC000265,Edwards Wood PLC,265,Transport & Logistics,Enterprise,104 Kings Road,Cardiff,Wales,CF73 4HZ,Customer,20732174,1000,2020-04-29
ACC000266,Davies Williams PLC,266,Construction,SMB,98 Queens Road,Belfast,Northern Ireland,BT71 1SB,Partner,15224462,250,2024-09-29
ACC000267,Davies Morris Services,267,Retail,Enterprise,145 Enterprise Road,Nottingham,Nottinghamshire,NG13 4TB,Partner,38594438,250,2020-10-18
ACC000268,Baker Ward Partners,268,Technology,SMB,20 Business Park,Manchester,Greater Manchester,M36 1UV,Partner,3771004,5,2022-12-14
ACC000269,Lewis Jones Solutions,269,Hospitality,SMB,37 Commerce Way,Milton Keynes,Buckinghamshire,MK92 5NC,Partner,383330966,500,2024-05-04
ACC000270,Baker White International,270,Retail,Enterprise,174 Technology Park,Belfast,Northern Ireland,BT70 3LN,Customer,78256928,500,2024-02-08
ACC000271,Moore Clarke Ltd,271,Financial Services,SMB,112 Church Road,Leeds,West Yorkshire,LS10 7LW,Customer,73369635,500,2024-02-01
ACC000272,Jones Edwards Holdings,272,Construction,Enterprise,59 Victoria Road,Oxford,Oxfordshire,OX71 3NP,Partner,1846679,50,2020-10-15
ACC000273,Davies Tech Partners,273,IT Reseller,Partner,183 Station Road,Liverpool,Merseyside,L11 7JE,Customer,3617918,10,2023-11-20
ACC000274,Jackson Lewis Associates,274,Retail,SMB,24 High Street,Leeds,West Yorkshire,LS40 5RM,Prospect,6453742,25,2023-01-23
ACC000275,Thomas Davies Group,275,Financial Services,Enterprise,115 Market Street,Reading,Berkshire,RG72 2TP,Customer,436852,25,2021-06-18
ACC000276,Davies Clarke UK,276,Legal Services,Enterprise,153 The Green,Birmingham,West Midlands,B42 5NA,Partner,484547149,2500,2023-12-13
ACC000277,Belfast Council,277,Local Government,Public Sector,63 The Green,Southampton,Hampshire,SO67 7FY,Customer,3287406,50,2023-11-28
ACC000278,Thomas Edwards Partners,278,Retail,Enterprise,127 Mill Lane,Sheffield,South Yorkshire,S9 5FP,Prospect,311966579,5000,2024-09-16
ACC000279,Newcastle County Council,279,Local Government,Public Sector,93 Park Lane,Birmingham,West Midlands,B32 4XS,Customer,116107036,500,2023-07-31
ACC000280,Wilson Thomas Partners,280,Charity,SMB,102 Victoria Road,London,Greater London,EC80 8NL,Partner,213052037,500,2022-01-29
ACC000281,Martin Morgan Group,281,Transport & Logistics,SMB,83 The Green,Newcastle,Tyne and Wear,NE89 6GS,Customer,2635551,5,2020-06-24
ACC000282,Wood Lewis Partners,282,Hospitality,SMB,148 Commerce Way,Oxford,Oxfordshire,OX32 5LN,Prospect,292502109,10000,2024-11-10
ACC000283,Patel Communications Group,283,MSP,Partner,152 Market Street,Bristol,Avon,BS24 1YU,Partner,434738502,5000,2023-10-19
ACC000284,Robinson Cooper Partners,284,Charity,SMB,105 Business Park,Birmingham,West Midlands,B64 5EX,Prospect,113404586,10000,2020-10-29
ACC000285,Hughes Johnson LLP,285,Manufacturing,SMB,97 Station Road,Reading,Berkshire,RG58 7WS,Partner,1329720,250,2023-04-18
ACC000286,Moore Turner UK,286,Media & Entertainment,Enterprise,93 Innovation Drive,Manchester,Greater Manchester,M69 2WX,Customer,6993590,25,2022-02-23
ACC000287,White Clarke Group,287,Financial Services,Enterprise,12 The Green,Coventry,West Midlands,CV83 7YX,Prospect,750662,50,2024-12-26
ACC000288,Martin Wilson Ltd,288,Transport & Logistics,SMB,67 Church Road,Leeds,West Yorkshire,LS66 4TU,Customer,8348001,5,2024-11-14
ACC000289,County Hospital NHS Trust,289,NHS Trust,Public Sector,119 Commerce Way,Belfast,Northern Ireland,BT87 9VZ,Customer,60448603,5000,2021-03-08
ACC000290,Clarke Jones Holdings,290,Retail,SMB,76 Queens Road,Leeds,West Yorkshire,LS11 6DE,Partner,9603305,250,2024-12-05
ACC000291,Harris Hill Solutions,291,Construction,SMB,124 Victoria Road,Brighton,East Sussex,BN61 8DR,Customer,4696579,25,2024-08-13
ACC000292,Taylor Hall Ltd,292,Construction,Enterprise,6 Enterprise Road,Leeds,West Yorkshire,LS44 3XD,Customer,8062169,100,2023-02-03
ACC000293,Clark Walker UK,293,Manufacturing,SMB,85 Market Street,Edinburgh,Scotland,EH55 7RH,Customer,352559434,500,2023-10-19
ACC000294,Walker Martin Services,294,Hospitality,SMB,189 The Green,London,Greater London,EC26 7RV,Partner,434961020,250,2021-04-03
ACC000295,Smith Connect Ltd,295,IT Reseller,Partner,72 Commerce Way,Bristol,Avon,BS91 2CV,Prospect,5169153,100,2024-08-15
ACC000296,Walker Patel Associates,296,Media & Entertainment,Enterprise,118 Station Road,Bristol,Avon,BS34 9YS,Customer,263631347,250,2021-11-19
ACC000297,Morgan Jackson International,297,Construction,Enterprise,151 Station Road,Belfast,Northern Ireland,BT45 3MR,Customer,6879646,25,2023-10-26
ACC000298,Harrison Davies and Co,298,Construction,SMB,81 Station Road,Glasgow,Scotland,G31 3KD,Partner,60979963,2500,2024-01-27
ACC000299,Johnson Tech Partners,299,Telecommunications,Partner,153 Mill Lane,Reading,Berkshire,RG74 3NP,Customer,186527096,1000,2021-08-24
ACC000300,Lee Walker UK,300,Real Estate,Enterprise,126 Park Lane,Edinburgh,Scotland,EH18 8FL,Customer,195741323,500,2024-03-04
ACC000301,Clarke Smith Holdings,301,Healthcare,Enterprise,50 Enterprise Road,Glasgow,Scotland,G50 8UT,Partner,316553225,5000,2020-05-25
ACC000302,Oxford County Council,302,Local Government,Public Sector,126 Mill Lane,Cambridge,Cambridgeshire,CB11 4VA,Customer,112533414,1000,2022-04-18
ACC000303,Williams Edwards Solutions,303,Professional Services,Enterprise,74 Mill Lane,Southampton,Hampshire,SO59 9VS,Customer,5358215,5,2020-01-10
ACC000304,Evans Baker PLC,304,Insurance,Enterprise,199 Market Street,Sheffield,South Yorkshire,S47 8UB,Prospect,7304299,50,2022-05-28
ACC000305,Robinson Martin PLC,305,Media & Entertainment,Enterprise,77 Enterprise Road,Liverpool,Merseyside,L5 6RJ,Customer,368326394,250,2023-07-07
ACC000306,Cooper Evans Solutions,306,Financial Services,SMB,189 The Green,Bristol,Avon,BS89 7MZ,Partner,168020084,2500,2020-12-08
ACC000307,Thomas Robinson Solutions,307,Retail,Enterprise,146 Victoria Road,Manchester,Greater Manchester,M69 9JW,Customer,5850102,50,2022-01-05
ACC000308,Lewis Green Partners,308,Retail,Enterprise,69 Enterprise Road,Milton Keynes,Buckinghamshire,MK66 3YD,Partner,8765260,50,2023-12-27
ACC000309,Manchester City Council,309,Local Government,Public Sector,180 Enterprise Road,Glasgow,Scotland,G17 6HE,Customer,909249,5,2022-05-03
ACC000310,Wood Morris Group,310,Manufacturing,SMB,162 Park Lane,Milton Keynes,Buckinghamshire,MK81 8PN,Customer,8829340,25,2023-06-29
ACC000311,Davies Wood UK,311,Healthcare,Public Sector,178 Technology Park,Sheffield,South Yorkshire,S48 6RS,Customer,331955357,500,2024-05-12
ACC000312,Davies Hill and Co,312,Legal Services,SMB,17 Commerce Way,Cardiff,Wales,CF69 7NG,Customer,8164202,25,2021-04-25
ACC000313,Morris Edwards Associates,313,Technology,SMB,87 Market Street,Newcastle,Tyne and Wear,NE74 8EV,Customer,4393157,10,2022-07-24
ACC000314,Brown Williams PLC,314,Transport & Logistics,SMB,5 Station Road,Cambridge,Cambridgeshire,CB21 1RR,Prospect,401500751,250,2020-07-13
ACC000315,Wright Thomas and Co,315,Central Government,Public Sector,41 Enterprise Road,Newcastle,Tyne and Wear,NE36 6CX,Partner,49695357,10,2022-02-02
ACC000316,Davies Patel and Co,316,Manufacturing,Enterprise,14 Queens Road,Edinburgh,Scotland,EH81 4KZ,Partner,8087097,25,2023-11-26
ACC000317,Davies Wilson Ltd,317,Central Government,Public Sector,123 Station Road,Bristol,Avon,BS17 9VH,Prospect,106260662,500,2024-11-01
ACC000318,Royal Hospital NHS Trust,318,NHS Trust,Public Sector,179 Victoria Road,London,Greater London,EC16 3PZ,Customer,145452338,10000,2021-10-05
ACC000319,Taylor Thompson Services,319,Real Estate,SMB,188 Commerce Way,Birmingham,West Midlands,B14 6DL,Partner,1697897,50,2023-09-17
ACC000320,Thomas Jackson Group,320,Construction,SMB,18 Market Street,Glasgow,Scotland,G73 3AW,Customer,182711026,1000,2022-11-01
ACC000321,County Hospital NHS Trust,321,NHS Trust,Public Sector,161 Innovation Drive,Bristol,Avon,BS20 8PW,Partner,124564652,5000,2023-08-10
ACC000322,Davies Wilson Group,322,Technology,SMB,151 Innovation Drive,Leeds,West Yorkshire,LS50 6MP,Customer,8444540,5,2020-07-29
ACC000323,University of Sheffield,323,Education,Enterprise,64 Market Street,Birmingham,West Midlands,B77 5WW,Customer,7753898,25,2022-01-14
ACC000324,Hall Robinson UK,324,Legal Services,Enterprise,131 Church Road,Coventry,West Midlands,CV96 1NK,Partner,7038887,25,2020-01-05
ACC000325,Morris Jackson PLC,325,Manufacturing,SMB,128 Business Park,Liverpool,Merseyside,L77 1CT,Prospect,2456346,50,2020-08-07
ACC000326,Lewis Telecom Partners,326,Telecommunications,Partner,108 Victoria Road,Milton Keynes,Buckinghamshire,MK70 8YF,Customer,9978611,5,2024-04-30
ACC000327,Jones Harrison PLC,327,Healthcare,Public Sector,68 Church Road,London,Greater London,EC6 9BN,Partner,8202253,100,2024-05-18
ACC000328,Moore Turner Services,328,Professional Services,Enterprise,22 Business Park,Belfast,Northern Ireland,BT69 3UW,Customer,4690177,50,2021-12-03
ACC000329,Davies Hall PLC,329,Professional Services,SMB,53 Commerce Way,Brighton,East Sussex,BN20 7UL,Partner,344615567,500,2021-02-15
ACC000330,Hall Martin LLP,330,Healthcare,Public Sector,15 Church Road,Liverpool,Merseyside,L12 8PD,Customer,386367718,250,2024-04-07
ACC000331,Hall Walker PLC,331,Healthcare,Enterprise,182 Mill Lane,London,Greater London,EC90 8AF,Customer,285638525,250,2020-02-21
ACC000332,Clark Clark LLP,332,Transport & Logistics,Enterprise,43 Victoria Road,Sheffield,South Yorkshire,S17 1JD,Customer,3522567,100,2020-03-07
ACC000333,Martin Edwards UK,333,Transport & Logistics,SMB,68 Innovation Drive,Birmingham,West Midlands,B74 8XC,Partner,426071706,10000,2021-08-12
ACC000334,Moore Patel Ltd,334,Charity,SMB,146 Mill Lane,Oxford,Oxfordshire,OX48 2FJ,Customer,176580760,5000,2024-08-26
ACC000335,University of Brighton,335,Education,Public Sector,12 Enterprise Road,London,Greater London,EC2 8HB,Customer,193249841,500,2021-01-17
ACC000336,Jackson Telecom Ltd,336,Telecommunications,Partner,142 Commerce Way,Manchester,Greater Manchester,M92 4XP,Partner,4378461,5,2021-11-07
ACC000337,White Turner LLP,337,Construction,Enterprise,70 Enterprise Road,Nottingham,Nottinghamshire,NG10 2VM,Customer,8330079,100,2023-01-31
ACC000338,Brown Walker Solutions,338,Insurance,Enterprise,12 Queens Road,Brighton,East Sussex,BN9 5RK,Prospect,296563939,5000,2022-04-06
ACC000339,Davies King Holdings,339,Construction,Enterprise,95 Church Road,London,Greater London,EC38 4VK,Customer,2024714,25,2022-07-01
ACC000340,Patel Harrison Holdings,340,Charity,SMB,188 Technology Park,Bristol,Avon,BS70 1HE,Partner,85921331,500,2022-11-24
ACC000341,London Borough Council,341,Local Government,Public Sector,89 Business Park,Southampton,Hampshire,SO89 1AL,Partner,6939527,25,2024-05-02
ACC000342,Hall Communications Ltd,342,IT Reseller,Partner,61 Queens Road,Brighton,East Sussex,BN63 5BE,Partner,449931053,10000,2024-12-04
ACC000343,Williams Thompson UK,343,Financial Services,SMB,180 Technology Park,Reading,Berkshire,RG48 2RC,Customer,20170030,500,2020-05-30
ACC000344,Thomas Wood PLC,344,Insurance,Enterprise,146 High Street,Milton Keynes,Buckinghamshire,MK56 4YE,Prospect,237478545,1000,2020-02-04
ACC000345,Hughes Lewis Services,345,Professional Services,Enterprise,82 Kings Road,Nottingham,Nottinghamshire,NG35 4HC,Customer,8536204,5,2021-08-16
ACC000346,Academy of Leeds,346,Education,Enterprise,28 Mill Lane,Glasgow,Scotland,G58 7RL,Partner,10990690,250,2021-03-26
ACC000347,Academy of Cardiff,347,Education,Public Sector,116 Park Lane,Bristol,Avon,BS60 2JD,Partner,47949759,500,2020-03-26
ACC000348,Hall Morgan Ltd,348,Retail,Enterprise,84 Mill Lane,Bristol,Avon,BS12 6ZH,Partner,2490000,10,2021-01-11
ACC000349,Moore Communications Group,349,MSP,Partner,67 Enterprise Road,Newcastle,Tyne and Wear,NE23 8AN,Partner,29634597,2500,2023-10-07
ACC000350,Wilson Hill PLC,350,Manufacturing,SMB,32 High Street,Glasgow,Scotland,G8 4HE,Partner,1271198,10,2021-10-12
ACC000351,Patel Connect Group,351,MSP,Partner,150 The Green,Birmingham,West Midlands,B34 2CA,Customer,7594099,1000,2021-05-19
ACC000352,Cooper Thomas PLC,352,Hospitality,Enterprise,32 High Street,Nottingham,Nottinghamshire,NG60 7BF,Partner,33180096,250,2020-08-10
ACC000353,Morris Communications Partners,353,MSP,Partner,45 Victoria Road,Reading,Berkshire,RG28 5FJ,Partner,623352,100,2023-03-31
ACC000354,City Hospital NHS Trust,354,NHS Trust,Public Sector,158 The Green,Manchester,Greater Manchester,M79 5HX,Customer,9991859,25,2020-10-01
ACC000355,Turner King Holdings,355,Real Estate,Enterprise,23 Park Lane,Manchester,Greater Manchester,M50 4EP,Customer,8725782,10,2022-07-02
ACC000356,White Lee Ltd,356,Recruitment,SMB,183 Victoria Road,Belfast,Northern Ireland,BT62 6US,Customer,1154635,25,2022-01-26
ACC000357,Lewis Jackson Partners,357,Insurance,Enterprise,7 Victoria Road,Edinburgh,Scotland,EH77 5HA,Customer,37709253,2500,2024-09-05
ACC000358,Ward Clark Associates,358,Healthcare,Enterprise,60 Mill Lane,Milton Keynes,Buckinghamshire,MK13 4HY,Customer,148690640,2500,2022-02-09
ACC000359,Lee Brown Solutions,359,Professional Services,SMB,100 Victoria Road,Milton Keynes,Buckinghamshire,MK23 6FH,Prospect,54454474,1000,2020-06-06
ACC000360,Harrison Jones LLP,360,Transport & Logistics,Enterprise,146 The Green,Cardiff,Wales,CF19 8VG,Prospect,5640252,5,2022-09-13
ACC000361,Hall Walker Holdings,361,Media & Entertainment,Enterprise,24 High Street,Manchester,Greater Manchester,M30 1WH,Partner,323014231,500,2020-10-02
ACC000362,Ward Smith Associates,362,Recruitment,SMB,52 Commerce Way,Coventry,West Midlands,CV17 3LZ,Partner,412392,25,2020-06-24
ACC000363,Brown Jones Group,363,Construction,Enterprise,181 Technology Park,Milton Keynes,Buckinghamshire,MK19 6DT,Partner,359146225,5000,2021-06-25
ACC000364,Patel Wood International,364,Healthcare,Public Sector,87 Park Lane,Leeds,West Yorkshire,LS42 7EF,Customer,377874,10,2022-12-06
ACC000365,Lewis Walker LLP,365,Real Estate,Enterprise,178 Technology Park,Southampton,Hampshire,SO79 3MH,Customer,1663468,50,2023-09-12
ACC000366,Hall Connect Group,366,IT Reseller,Partner,33 Mill Lane,Newcastle,Tyne and Wear,NE94 7AZ,Partner,125147071,1000,2024-07-01
ACC000367,Walker Morgan Associates,367,Healthcare,SMB,57 Business Park,Coventry,West Midlands,CV73 3DS,Customer,493598354,250,2021-08-03
ACC000368,Taylor White Associates,368,Transport & Logistics,SMB,43 Business Park,Nottingham,Nottinghamshire,NG12 6ZY,Customer,206342633,10000,2021-02-24
ACC000369,Royal Hospital NHS Trust,369,NHS Trust,Public Sector,54 Church Road,Sheffield,South Yorkshire,S89 5CM,Prospect,161577513,2500,2023-06-07
ACC000370,Smith Brown Services,370,Financial Services,Enterprise,188 Queens Road,Cambridge,Cambridgeshire,CB22 7PS,Prospect,4357682,25,2023-03-29
ACC000371,Lee Jackson PLC,371,Transport & Logistics,Enterprise,148 Business Park,Oxford,Oxfordshire,OX98 3YH,Partner,220049499,1000,2024-06-28
